time,latitude,longitude,depth,magnitude,place,time_since_last_quake,is_large_magnitude,depth_label
2024-02-10 17:13:21.594,11.7795,43.1953,10.25,4.3,"21 km NNE of Djibouti, Djibouti",-19.622503993055556,0,Shallow
2024-02-06 23:47:09.313,11.5896,43.2868,10.0,3.9,"14 km NNE of Loyada, Djibouti",-3.726531030092593,0,Shallow
2024-02-06 18:24:45.956,11.6183,43.3534,10.0,4.4,"20 km NNE of Loyada, Djibouti",-0.22388144675925925,0,Shallow
2024-02-03 21:26:06.228,11.6411,43.3714,10.0,4.4,"23 km NNE of Loyada, Djibouti",-2.874070925925926,0,Shallow
2024-02-03 17:45:41.919,11.5815,43.2833,10.0,4.2,"13 km NNE of Loyada, Djibouti",-0.15305913194444443,0,Shallow
2024-02-03 15:43:51.863,12.1074,46.3247,10.0,4.2,"152 km SE of Zinjibār, Yemen",-0.08460712962962963,0,Shallow
2024-01-25 17:00:43.411,11.7346,43.3724,10.0,5.4,"27 km SSE of Obock, Djibouti",-8.946625601851853,1,Shallow
2023-12-17 11:49:26.931,12.3697,47.4871,10.0,4.9,"154 km NNW of Las Khorey, Somalia",-39.21616296296296,0,Shallow
2023-12-09 21:12:26.701,12.3137,47.4362,10.0,4.2,"152 km NNW of Las Khorey, Somalia",-7.6090304398148145,0,Shallow
2023-12-09 21:11:21.360,12.8231,47.2505,10.0,4.1,"174 km SSE of Khimār, Yemen",-0.000756261574074074,0,Shallow
2023-12-08 02:47:53.506,12.3568,47.2353,10.0,4.2,"168 km NW of Las Khorey, Somalia",-1.7662946064814813,0,Shallow
2023-12-07 20:43:18.640,12.331,47.4673,10.0,4.6,"152 km NNW of Las Khorey, Somalia",-0.25318131944444444,0,Shallow
2023-12-07 14:49:02.224,12.2214,47.4657,10.0,5.1,"141 km NW of Las Khorey, Somalia",-0.24602333333333334,1,Shallow
2023-12-06 14:39:20.118,12.3087,47.4891,10.0,4.2,"148 km NNW of Las Khorey, Somalia",-1.006737337962963,0,Shallow
2023-12-06 12:48:41.265,12.3695,47.2617,10.0,4.1,"168 km NW of Las Khorey, Somalia",-0.07683857638888889,0,Shallow
2023-12-06 12:34:59.965,12.3645,47.4911,10.0,4.5,"153 km NNW of Las Khorey, Somalia",-0.009505787037037037,0,Shallow
2023-12-06 10:10:24.457,12.4332,47.4346,10.0,4.5,"163 km NNW of Las Khorey, Somalia",-0.10041097222222221,0,Shallow
2023-12-06 09:43:29.098,12.3797,47.463,10.0,4.4,"156 km NNW of Las Khorey, Somalia",-0.01869628472222222,0,Shallow
2023-12-06 09:28:04.583,12.4974,47.3634,10.0,4.5,"173 km NNW of Las Khorey, Somalia",-0.010700405092592593,0,Shallow
2023-12-06 08:20:29.482,12.298,47.5054,10.0,4.5,"146 km NNW of Las Khorey, Somalia",-0.04693403935185185,0,Shallow
2023-12-06 06:39:35.489,12.0461,47.5582,10.0,4.3,"120 km NW of Las Khorey, Somalia",-0.07006936342592593,0,Shallow
2023-12-06 06:01:46.537,12.2697,47.3635,10.0,4.3,"152 km NW of Las Khorey, Somalia",-0.02626101851851852,0,Shallow
2023-12-06 05:25:32.749,12.4425,47.4342,10.0,4.0,"164 km NNW of Las Khorey, Somalia",-0.025159583333333332,0,Shallow
2023-12-06 04:51:43.777,12.3559,47.4467,10.0,4.3,"155 km NNW of Las Khorey, Somalia",-0.02348347222222222,0,Shallow
2023-12-06 04:32:04.484,12.1077,47.6237,10.0,4.0,"122 km NNW of Las Khorey, Somalia",-0.013649224537037036,0,Shallow
2023-12-06 04:24:53.263,12.4007,47.4127,10.0,4.3,"161 km NNW of Las Khorey, Somalia",-0.004990983796296296,0,Shallow
2023-12-06 04:22:23.381,12.4016,47.354,10.0,4.1,"165 km NW of Las Khorey, Somalia",-0.0017347453703703704,0,Shallow
2023-12-06 04:18:00.512,12.3744,47.4037,10.0,4.4,"159 km NNW of Las Khorey, Somalia",-0.003042465277777778,0,Shallow
2023-12-06 03:30:34.763,12.5155,47.2894,10.0,4.3,"179 km NNW of Las Khorey, Somalia",-0.03293690972222222,0,Shallow
2023-12-06 03:02:20.996,12.3997,47.4588,10.0,4.0,"159 km NNW of Las Khorey, Somalia",-0.019603784722222222,0,Shallow
2023-12-06 02:54:01.073,12.3721,47.5348,10.0,4.1,"152 km NNW of Las Khorey, Somalia",-0.005786145833333333,0,Shallow
2023-12-06 01:29:03.423,12.6017,46.9089,10.0,4.2,"175 km ESE of Zinjibār, Yemen",-0.0590005787037037,0,Shallow
2023-12-05 22:51:20.712,12.2527,47.448,10.0,4.9,"145 km NW of Las Khorey, Somalia",-0.10952211805555555,0,Shallow
2023-12-05 22:14:54.538,12.3713,47.3961,10.0,4.1,"159 km NNW of Las Khorey, Somalia",-0.025302939814814813,0,Shallow
2023-12-05 22:10:42.184,12.1988,47.4465,10.0,4.4,"141 km NW of Las Khorey, Somalia",-0.002920763888888889,0,Shallow
2023-12-05 20:19:53.740,12.3408,47.4887,10.0,5.4,"151 km NNW of Las Khorey, Somalia",-0.07694958333333334,1,Shallow
2023-12-05 19:41:01.729,12.2388,47.3307,10.0,4.2,"152 km NW of Las Khorey, Somalia",-0.026990868055555554,0,Shallow
2023-12-05 18:59:25.474,12.1735,47.4035,10.0,4.3,"141 km NW of Las Khorey, Somalia",-0.02889184027777778,0,Shallow
2023-12-05 18:39:58.021,12.6777,47.3319,10.0,4.1,"192 km NNW of Las Khorey, Somalia",-0.0135121875,0,Shallow
2023-12-05 18:16:47.248,12.4318,47.1509,10.0,4.3,"181 km NW of Las Khorey, Somalia",-0.016096909722222223,0,Shallow
2023-12-05 18:10:32.768,12.0462,47.3761,10.0,4.5,"132 km NW of Las Khorey, Somalia",-0.004334259259259259,0,Shallow
2023-12-05 17:18:04.195,12.1648,47.3993,10.0,4.4,"141 km NW of Las Khorey, Somalia",-0.03644181712962963,0,Shallow
2023-12-05 12:21:28.686,12.2394,47.5434,10.0,4.5,"139 km NNW of Las Khorey, Somalia",-0.20596653935185183,0,Shallow
2023-12-05 11:44:20.577,12.4211,47.4796,10.0,4.8,"159 km NNW of Las Khorey, Somalia",-0.02578829861111111,0,Shallow
2023-12-05 10:41:11.983,12.4036,47.4369,10.0,4.6,"160 km NNW of Las Khorey, Somalia",-0.043849467592592596,0,Shallow
2023-12-05 07:31:33.611,12.3004,47.4452,9.0,5.6,"150 km NNW of Las Khorey, Somalia",-0.13169412037037037,1,Shallow
2023-12-05 06:02:25.631,12.2103,47.1996,10.0,4.5,"159 km NW of Las Khorey, Somalia",-0.061897916666666664,0,Shallow
2023-12-05 03:30:59.878,12.2881,47.3087,10.0,4.4,"157 km NW of Las Khorey, Somalia",-0.10515917824074075,0,Shallow
2023-12-05 03:22:34.767,12.2421,47.3338,10.0,4.3,"152 km NW of Las Khorey, Somalia",-0.005846192129629629,0,Shallow
2023-12-05 03:20:19.593,12.2791,47.342,10.0,4.2,"154 km NW of Las Khorey, Somalia",-0.001564513888888889,0,Shallow
2023-12-05 03:08:04.746,12.4057,47.3142,10.0,4.2,"168 km NW of Las Khorey, Somalia",-0.008505173611111111,0,Shallow
2023-12-05 03:05:01.880,12.2476,47.2973,10.0,4.4,"155 km NW of Las Khorey, Somalia",-0.0021165046296296296,0,Shallow
2023-12-05 03:02:36.258,12.1682,47.3924,10.0,4.2,"141 km NW of Las Khorey, Somalia",-0.001685439814814815,0,Shallow
2023-12-05 02:36:24.756,12.3665,47.2776,10.0,4.2,"166 km NW of Las Khorey, Somalia",-0.018188680555555555,0,Shallow
2023-12-05 02:32:13.174,12.2385,47.2868,10.0,4.2,"155 km NW of Las Khorey, Somalia",-0.002911828703703704,0,Shallow
2023-12-05 02:28:28.523,12.2766,47.2741,10.0,4.0,"159 km NW of Las Khorey, Somalia",-0.002600127314814815,0,Shallow
2023-11-11 06:26:50.471,5.164,36.8056,10.0,4.9,"41 km ENE of Turmi, Ethiopia",-23.834468194444444,0,Shallow
2023-11-11 01:40:09.789,5.2631,36.844,10.0,4.5,"47 km SSE of Jinka, Ethiopia",-0.1990819675925926,0,Shallow
2023-11-02 03:05:07.654,11.9705,47.3672,10.0,4.4,"127 km NW of Las Khorey, Somalia",-8.940996932870371,0,Shallow
2023-10-25 22:51:03.949,11.7874,43.0741,11.57,4.4,"20 km E of Tadjourah, Djibouti",-7.176431770833333,0,Shallow
2023-10-19 05:30:47.138,14.6162,40.6242,10.0,4.5,"130 km ENE of Ādīgrat, Ethiopia",-6.722416793981481,0,Shallow
2023-10-08 04:37:44.382,8.9936,39.8814,10.0,4.4,"11 km NNW of Metahāra, Ethiopia",-11.036837453703704,0,Shallow
2023-09-29 00:25:27.623,11.7873,43.1156,10.0,4.4,"22 km N of Djibouti, Djibouti",-9.175193969907406,0,Shallow
2023-09-28 05:53:12.444,11.6384,43.23,10.839,4.6,"10 km ENE of Djibouti, Djibouti",-0.7723979050925927,0,Shallow
2023-09-28 01:22:05.506,11.7134,43.1605,10.727,4.6,"13 km N of Djibouti, Djibouti",-0.18827474537037037,0,Shallow
2023-07-12 22:51:02.864,12.5646,47.899,10.0,4.3,"158 km NNW of Las Khorey, Somalia",-77.10489168981482,0,Shallow
2023-07-05 22:52:09.686,14.5505,39.9141,10.0,4.3,Eritrea-Ethiopia border region,-6.999226597222222,0,Shallow
2023-07-02 19:58:54.428,14.5513,39.7597,10.0,4.2,"44 km NE of Ādīgrat, Ethiopia",-3.1203154861111106,0,Shallow
2023-07-02 16:51:18.011,14.6374,40.011,10.0,4.2,"71 km NE of Ādīgrat, Ethiopia",-0.13028260416666665,0,Shallow
2023-07-02 10:11:54.090,14.6721,40.0081,10.0,4.0,"70 km ESE of Adi Keyh, Eritrea",-0.2773601967592592,0,Shallow
2023-07-02 07:17:00.772,14.6607,39.9127,10.0,4.3,"61 km ESE of Adi Keyh, Eritrea",-0.1214504398148148,0,Shallow
2023-06-15 15:40:13.135,12.8066,47.9474,10.0,4.9,"184 km N of Las Khorey, Somalia",-16.65055135416667,0,Shallow
2023-06-15 05:54:53.040,12.4594,47.9566,10.0,4.5,"146 km N of Las Khorey, Somalia",-0.40648258101851853,0,Shallow
2023-06-05 01:43:55.410,12.6288,47.9576,10.0,4.6,"164 km N of Las Khorey, Somalia",-10.174278125,0,Shallow
2023-06-04 04:14:47.646,14.5343,39.8828,10.0,4.7,"53 km ENE of Ādīgrat, Ethiopia",-0.8952287499999999,0,Shallow
2023-06-03 10:15:55.032,12.4621,47.9835,10.0,5.6,"145 km N of Las Khorey, Somalia",-0.7492200694444444,1,Shallow
2023-06-03 09:43:35.100,12.7078,47.9368,10.0,4.6,"173 km N of Las Khorey, Somalia",-0.022452916666666666,0,Shallow
2023-06-03 08:56:03.580,12.558,47.9369,10.0,4.5,"157 km N of Las Khorey, Somalia",-0.0330037037037037,0,Shallow
2023-05-19 12:45:27.327,5.4953,36.106,10.0,4.3,"60 km WSW of Bako, Ethiopia",-14.840697372685186,0,Shallow
2023-05-12 02:08:35.071,11.6893,45.3895,10.0,4.4,"126 km SSE of Aden, Yemen",-7.442271481481482,0,Shallow
2023-05-08 11:36:28.384,11.696,35.9852,10.166,4.4,Ethiopia,-3.6056329513888885,0,Shallow
2023-05-07 02:51:19.945,10.0216,40.9514,10.0,4.3,"37 km ESE of Gewanē, Ethiopia",-1.3646810069444444,0,Shallow
2023-04-14 22:37:49.290,14.6335,40.7493,10.0,4.6,"128 km NW of Edd, Eritrea",-22.176049247685185,0,Shallow
2023-01-26 13:05:39.651,11.6466,43.9274,10.0,4.8,"76 km ENE of Loyada, Djibouti",-78.39733378472222,0,Shallow
2023-01-25 23:38:26.714,12.5018,40.5205,10.0,4.3,"94 km NW of Semera, Ethiopia",-0.5605664004629629,0,Shallow
2023-01-18 19:28:12.984,11.4722,43.2172,9.472,4.5,"4 km WNW of Loyada, Djibouti",-7.173770023148148,0,Shallow
2023-01-04 13:51:19.455,5.3714,36.8629,10.0,4.4,"38 km SE of Jinka, Ethiopia",-14.233952881944445,0,Shallow
2022-12-28 16:14:56.966,14.6191,39.9519,10.0,5.1,"64 km NE of ?d?grat, Ethiopia",-6.900260289351851,1,Shallow
2022-12-28 14:35:17.249,14.6695,39.8764,10.0,4.4,"57 km ESE of Adi Keyh, Eritrea",-0.06920968749999999,0,Shallow
2022-12-28 14:02:25.916,14.6133,39.9196,10.0,4.4,"61 km NE of ?d?grat, Ethiopia",-0.022816354166666667,0,Shallow
2022-12-28 02:00:00.321,14.5572,39.8087,10.0,4.3,Eritrea-Ethiopia border region,-0.5016851273148148,0,Shallow
2022-12-26 16:27:13.762,14.3833,39.7343,10.0,4.4,"31 km ENE of ?d?grat, Ethiopia",-1.3977610995370369,0,Shallow
2022-12-26 14:09:52.414,14.5316,39.8811,10.0,4.3,"53 km ENE of ?d?grat, Ethiopia",-0.09538597222222223,0,Shallow
2022-12-26 12:21:07.723,14.5212,40.0211,10.0,5.5,"66 km ENE of ?d?grat, Ethiopia",-0.07551725694444444,1,Shallow
2022-11-13 22:56:04.203,12.1509,46.5755,10.0,4.4,"168 km SE of Zinjib?r, Yemen",-42.55906851851852,0,Shallow
2022-10-31 00:28:23.279,14.6283,39.8617,7.948,4.2,"57 km ESE of Adi Keyh, Eritrea",-13.935890324074075,0,Shallow
2022-10-16 23:08:00.510,14.8239,42.4381,10.0,4.4,"55 km W of Al ?udaydah, Yemen",-14.05581908564815,0,Shallow
2022-07-11 10:17:09.681,12.1575,46.9584,10.0,4.6,"174 km NW of Las Khorey, Somalia",-97.53531052083333,0,Shallow
2022-04-03 14:42:57.179,5.708,36.8607,10.0,4.3,"24 km ENE of Jinka, Ethiopia",-98.81542247685185,0,Shallow
2022-03-31 13:34:35.763,12.5298,47.3867,10.0,4.3,"175 km NNW of Las Khorey, Somalia",-3.047470092592593,0,Shallow
2022-03-08 19:51:42.187,10.1608,41.5797,10.0,4.3,"70 km NNW of Dire Dawa, Ethiopia",-22.73812009259259,0,Shallow
2022-01-29 12:47:32.071,4.7496,35.4166,10.0,4.5,"76 km W of Lobuni, Ethiopia",-38.29456152777777,0,Shallow
2021-10-27 00:35:58.270,10.4691,41.519,10.0,4.4,"101 km ENE of Gewan?, Ethiopia",-94.50803010416666,0,Shallow
2021-10-24 14:26:23.246,10.1505,41.4644,10.0,4.6,Ethiopia,-2.423322037037037,0,Shallow
2021-10-18 22:21:32.032,10.1039,41.5128,10.0,4.5,"68 km NW of Dire Dawa, Ethiopia",-5.670037199074073,0,Shallow
2021-10-15 17:42:25.058,9.9993,41.614,8.66,4.5,"52 km NNW of Dire Dawa, Ethiopia",-3.1938307175925926,0,Shallow
2021-06-18 11:29:05.834,12.4004,47.326,10.0,4.5,"166 km NW of Las Khorey, Somalia",-119.25925027777777,0,Shallow
2021-05-15 06:13:34.513,9.1826,39.6144,10.0,4.0,"45 km NW of Metah?ra, Ethiopia",-34.219112511574075,0,Shallow
2021-04-23 04:54:47.872,9.4032,42.0914,10.0,4.2,"10 km NNW of Harar, Ethiopia",-22.054706493055555,0,Shallow
2020-08-31 21:39:23.073,11.5438,43.9174,10.0,4.4,"73 km E of Loyada, Djibouti",-234.30237035879628,0,Shallow
2020-06-07 15:12:00.543,12.7132,47.6592,10.0,4.6,"181 km NNW of Las Khorey, Somalia",-85.26901076388889,0,Shallow
2020-01-20 03:19:59.176,10.5658,39.8762,10.0,4.5,"16 km S of Kemis?, Ethiopia",-139.4944602662037,0,Shallow
2019-09-06 07:43:49.367,12.2878,47.2806,10.0,4.5,"159 km NW of Las Khorey, Somalia",-135.81678019675925,0,Shallow
2019-06-30 14:26:32.307,13.4093,40.6697,9.97,4.5,"124 km WSW of Edd, Eritrea",-67.72033634259259,0,Shallow
2019-05-17 11:23:38.539,11.9015,46.0336,10.0,4.6,"145 km SE of Aden, Yemen",-44.1270112037037,0,Shallow
2019-05-16 14:55:04.015,11.7188,46.5794,10.0,4.4,"149 km NW of Ceerigaabo, Somalia",-0.8531773611111112,0,Shallow
2019-05-15 12:11:00.413,12.1472,46.162,10.0,5.1,"137 km SE of Zinjib?r, Yemen",-1.1139305787037037,1,Shallow
2018-04-15 23:59:47.500,12.1749,46.4446,10.0,4.4,"156 km SE of Zinjib?r, Yemen",-394.50778834490745,0,Shallow
2018-03-24 10:27:32.230,13.4048,40.0116,10.0,5.2,"58 km E of Mek'ele, Ethiopia",-22.564065625,1,Shallow
2018-01-09 11:26:07.340,11.3467,46.0842,10.0,4.4,"154 km NE of Berbera, Somalia",-73.95931585648148,0,Shallow
2017-10-13 19:18:49.640,12.3491,47.2411,10.0,4.2,"167 km NW of Las Khorey, Somalia",-87.6717326388889,0,Shallow
2017-10-13 19:06:57.650,12.3419,47.2358,10.0,4.3,"167 km NW of Las Khorey, Somalia",-0.008240625,0,Shallow
2017-10-13 17:22:10.140,12.3105,47.2538,10.0,4.4,"163 km NW of Las Khorey, Somalia",-0.07277210648148148,0,Shallow
2017-09-07 03:50:21.960,12.0504,46.1149,10.0,4.9,"142 km SE of Aden, Yemen",-36.563752083333334,0,Shallow
2017-08-25 05:20:30.340,12.3591,42.006,10.0,4.5,"56 km WNW of Dorra, Djibouti",-12.93740300925926,0,Shallow
2017-06-17 21:47:12.520,11.8198,43.8993,10.0,4.3,"68 km ESE of Obock, Djibouti",-68.31478958333334,0,Shallow
2017-04-14 10:44:55.080,11.823,43.2572,10.0,4.7,"16 km SSW of Obock, Djibouti",-64.45992407407408,0,Shallow
2017-04-14 05:53:17.820,11.7919,43.3797,2.35,4.7,"21 km SSE of Obock, Djibouti",-0.2025145833333333,0,Shallow
2017-01-27 16:29:22.570,7.671,38.6682,10.0,5.3,"29 km S of Ziway, Ethiopia",-76.55827835648148,1,Shallow
2016-10-24 08:21:26.470,12.3752,47.0577,10.0,4.2,"183 km NW of Las Khorey, Somalia",-95.33884375,0,Shallow
2016-09-13 17:08:03.860,14.8196,44.2894,7.46,4.0,"33 km NNW of Dham?r, Yemen",-40.63428946759259,0,Shallow
2016-08-05 17:56:46.350,12.1427,45.6487,15.14,4.2,"96 km SE of Aden, Yemen",-38.96617488425926,0,Shallow
2016-07-19 22:33:06.680,13.5621,45.5838,10.0,4.2,"37 km NNE of Ahl Mohammed bin Ahmed, Yemen",-16.808098032407408,0,Shallow
2016-05-24 17:43:28.690,14.0889,45.3292,10.0,4.9,"28 km WNW of Al Bayda, Yemen",-56.20113414351852,0,Shallow
2016-05-14 17:25:12.560,11.6018,42.8759,8.53,4.3,"8 km NNE of Arta, Djibouti",-10.012686689814815,0,Shallow
